account_id,amount,payment_date,downpayment_amount,prev_account_id,global_amount,is_downpayment,prev_is_downpayment,downpayment,installments
N81KZZTH,3100,11/27/2019,1594,N81KZZTH,4694,more than downpayment,equal to downpayment,0,3100
N81KZZTH,3100,12/31/2019,1594,N81KZZTH,7794,more than downpayment,more than downpayment,0,3100
N81KZZTH,3100,1/27/2020,1594,N81KZZTH,10894,more than downpayment,more than downpayment,0,3100
N8KBgSB0,9900,11/2/2018,9900,,9900,equal to downpayment,,9900,0
N8KBgSB0,4500,12/22/2018,9900,N8KBgSB0,14400,more than downpayment,equal to downpayment,0,4500
N8KBgSB0,4500,2/5/2019,9900,N8KBgSB0,18900,more than downpayment,more than downpayment,0,4500
N8KBgSB0,2000,5/28/2019,9900,N8KBgSB0,20900,more than downpayment,more than downpayment,0,2000
N8KBgSB0,4500,12/11/2019,9900,N8KBgSB0,25400,more than downpayment,more than downpayment,0,4500
N9FH42RU,8900,12/9/2019,8900,,8900,equal to downpayment,,8900,0
N9NQ8FZ9,8900,1/25/2020,8900,,8900,equal to downpayment,,8900,0
n9OSE2ZE,8900,4/12/2019,8900,,8900,equal to downpayment,,8900,0
n9OSE2ZE,3900,5/28/2019,8900,n9OSE2ZE,12800,more than downpayment,equal to downpayment,0,3900
n9OSE2ZE,3900,6/29/2019,8900,n9OSE2ZE,16700,more than downpayment,more than downpayment,0,3900
n9OSE2ZE,3900,8/2/2019,8900,n9OSE2ZE,20600,more than downpayment,more than downpayment,0,3900
n9OSE2ZE,3900,8/27/2019,8900,n9OSE2ZE,24500,more than downpayment,more than downpayment,0,3900
n9OSE2ZE,3900,9/28/2019,8900,n9OSE2ZE,28400,more than downpayment,more than downpayment,0,3900
n9OSE2ZE,3900,11/19/2019,8900,n9OSE2ZE,32300,more than downpayment,more than downpayment,0,3900
n9OSE2ZE,3900,12/4/2019,8900,n9OSE2ZE,36200,more than downpayment,more than downpayment,0,3900
n9OSE2ZE,3900,1/16/2020,8900,n9OSE2ZE,40100,more than downpayment,more than downpayment,0,3900
n9Svip3y,10000,6/22/2017,10000,,10000,equal to downpayment,,10000,0
n9Svip3y,5000,2/26/2018,10000,n9Svip3y,15000,more than downpayment,equal to downpayment,0,5000
n9Svip3y,5000,4/12/2018,10000,n9Svip3y,20000,more than downpayment,more than downpayment,0,5000
NA4Y3AV5,8900,2/7/2020,8900,,8900,equal to downpayment,,8900,0
na83bbfM,8900,5/6/2019,8900,,8900,equal to downpayment,,8900,0
na83bbfM,3900,5/28/2019,8900,na83bbfM,12800,more than downpayment,equal to downpayment,0,3900
na83bbfM,3900,7/6/2019,8900,na83bbfM,16700,more than downpayment,more than downpayment,0,3900
na83bbfM,3900,8/9/2019,8900,na83bbfM,20600,more than downpayment,more than downpayment,0,3900
na83bbfM,3900,9/6/2019,8900,na83bbfM,24500,more than downpayment,more than downpayment,0,3900
na83bbfM,3900,10/1/2019,8900,na83bbfM,28400,more than downpayment,more than downpayment,0,3900
na83bbfM,3900,11/7/2019,8900,na83bbfM,32300,more than downpayment,more than downpayment,0,3900
na83bbfM,7800,12/2/2019,8900,na83bbfM,40100,more than downpayment,more than downpayment,0,7800
nAum57q4,7920,5/20/2017,10000,,7920,less than downpayment,,7920,0
nAum57q4,3170,6/14/2017,10000,nAum57q4,11090,more than downpayment,less than downpayment,2080,1090
nAum57q4,3170,7/22/2017,10000,nAum57q4,14260,more than downpayment,more than downpayment,0,3170
nAum57q4,6400,11/7/2017,10000,nAum57q4,20660,more than downpayment,more than downpayment,0,6400
nAum57q4,3200,12/31/2017,10000,nAum57q4,23860,more than downpayment,more than downpayment,0,3200
nAum57q4,3200,2/13/2018,10000,nAum57q4,27060,more than downpayment,more than downpayment,0,3200
nAum57q4,6400,2/24/2018,10000,nAum57q4,33460,more than downpayment,more than downpayment,0,6400
nAum57q4,3200,3/27/2018,10000,nAum57q4,36660,more than downpayment,more than downpayment,0,3200
nAum57q4,3200,4/18/2018,10000,nAum57q4,39860,more than downpayment,more than downpayment,0,3200
nAum57q4,3000,5/23/2018,10000,nAum57q4,42860,more than downpayment,more than downpayment,0,3000
nAum57q4,2140,6/25/2018,10000,nAum57q4,45000,more than downpayment,more than downpayment,0,2140
nAum57q4,200,6/4/2019,10000,nAum57q4,45200,more than downpayment,more than downpayment,0,200
NaWVUQMr,10000,11/28/2018,10000,,10000,equal to downpayment,,10000,0
NaWVUQMr,4500,1/5/2019,10000,NaWVUQMr,14500,more than downpayment,equal to downpayment,0,4500
NaWVUQMr,4500,2/5/2019,10000,NaWVUQMr,19000,more than downpayment,more than downpayment,0,4500
NaWVUQMr,4500,3/5/2019,10000,NaWVUQMr,23500,more than downpayment,more than downpayment,0,4500
NaWVUQMr,4500,4/5/2019,10000,NaWVUQMr,28000,more than downpayment,more than downpayment,0,4500
NaWVUQMr,4500,5/4/2019,10000,NaWVUQMr,32500,more than downpayment,more than downpayment,0,4500
NaWVUQMr,4500,6/14/2019,10000,NaWVUQMr,37000,more than downpayment,more than downpayment,0,4500
NaWVUQMr,4500,7/9/2019,10000,NaWVUQMr,41500,more than downpayment,more than downpayment,0,4500
NaWVUQMr,4500,8/7/2019,10000,NaWVUQMr,46000,more than downpayment,more than downpayment,0,4500
NaWVUQMr,4500,10/1/2019,10000,NaWVUQMr,50500,more than downpayment,more than downpayment,0,4500
NaWVUQMr,9000,11/30/2019,10000,NaWVUQMr,59500,more than downpayment,more than downpayment,0,9000
NaWVUQMr,4500,1/31/2020,10000,NaWVUQMr,64000,more than downpayment,more than downpayment,0,4500
NB3VVRFG,9900,11/22/2019,9900,,9900,equal to downpayment,,9900,0
NBIH9ZJT,5000,1/17/2020,4999,,5000,more than downpayment,,4999,1
NBVUObbW,25000,2/14/2019,0,,25000,more than downpayment,,0,25000
NBVUObbW,5000,3/14/2019,0,NBVUObbW,30000,more than downpayment,more than downpayment,0,5000
NBVUObbW,10000,4/10/2019,0,NBVUObbW,40000,more than downpayment,more than downpayment,0,10000
NBVUObbW,10000,5/12/2019,0,NBVUObbW,50000,more than downpayment,more than downpayment,0,10000
NBVUObbW,4000,6/8/2019,0,NBVUObbW,54000,more than downpayment,more than downpayment,0,4000
nC8yGx5b,8900,3/20/2019,8900,,8900,equal to downpayment,,8900,0
nC8yGx5b,4000,4/16/2019,8900,nC8yGx5b,12900,more than downpayment,equal to downpayment,0,4000
nC8yGx5b,4000,5/27/2019,8900,nC8yGx5b,16900,more than downpayment,more than downpayment,0,4000
nC8yGx5b,3000,6/20/2019,8900,nC8yGx5b,19900,more than downpayment,more than downpayment,0,3000
nC8yGx5b,1000,6/24/2019,8900,nC8yGx5b,20900,more than downpayment,more than downpayment,0,1000
nC8yGx5b,4000,7/25/2019,8900,nC8yGx5b,24900,more than downpayment,more than downpayment,0,4000
nC8yGx5b,4000,8/26/2019,8900,nC8yGx5b,28900,more than downpayment,more than downpayment,0,4000
nC8yGx5b,3900,9/24/2019,8900,nC8yGx5b,32800,more than downpayment,more than downpayment,0,3900
nC8yGx5b,4000,10/25/2019,8900,nC8yGx5b,36800,more than downpayment,more than downpayment,0,4000
nC8yGx5b,4000,11/21/2019,8900,nC8yGx5b,40800,more than downpayment,more than downpayment,0,4000
nC8yGx5b,2000,12/25/2019,8900,nC8yGx5b,42800,more than downpayment,more than downpayment,0,2000
nC8yGx5b,2000,12/29/2019,8900,nC8yGx5b,44800,more than downpayment,more than downpayment,0,2000
nC8yGx5b,4000,1/21/2020,8900,nC8yGx5b,48800,more than downpayment,more than downpayment,0,4000
NCBC5VKG,1600,10/14/2019,1594,,1600,more than downpayment,,1594,6
NCBC5VKG,3100,12/5/2019,1594,NCBC5VKG,4700,more than downpayment,more than downpayment,0,3100
NCBC5VKG,3100,1/8/2020,1594,NCBC5VKG,7800,more than downpayment,more than downpayment,0,3100
NcVePuZ9,8900,2/4/2019,8900,,8900,equal to downpayment,,8900,0
NcVePuZ9,3900,3/5/2019,8900,NcVePuZ9,12800,more than downpayment,equal to downpayment,0,3900
NcVePuZ9,3900,4/4/2019,8900,NcVePuZ9,16700,more than downpayment,more than downpayment,0,3900
NcVePuZ9,3900,5/4/2019,8900,NcVePuZ9,20600,more than downpayment,more than downpayment,0,3900
NcVePuZ9,3900,6/4/2019,8900,NcVePuZ9,24500,more than downpayment,more than downpayment,0,3900
NcVePuZ9,3900,7/4/2019,8900,NcVePuZ9,28400,more than downpayment,more than downpayment,0,3900
NcVePuZ9,3900,8/5/2019,8900,NcVePuZ9,32300,more than downpayment,more than downpayment,0,3900
NcVePuZ9,3900,9/4/2019,8900,NcVePuZ9,36200,more than downpayment,more than downpayment,0,3900
NcVePuZ9,3900,10/4/2019,8900,NcVePuZ9,40100,more than downpayment,more than downpayment,0,3900
NcVePuZ9,3900,11/5/2019,8900,NcVePuZ9,44000,more than downpayment,more than downpayment,0,3900
NcVePuZ9,3900,12/5/2019,8900,NcVePuZ9,47900,more than downpayment,more than downpayment,0,3900
NcVePuZ9,3900,1/7/2020,8900,NcVePuZ9,51800,more than downpayment,more than downpayment,0,3900
NcVePuZ9,3900,2/7/2020,8900,NcVePuZ9,55700,more than downpayment,more than downpayment,0,3900
ND9D781U,9900,6/7/2019,8900,,9900,more than downpayment,,8900,1000
ND9D781U,4000,7/5/2019,8900,ND9D781U,13900,more than downpayment,more than downpayment,0,4000
ND9D781U,4000,8/5/2019,8900,ND9D781U,17900,more than downpayment,more than downpayment,0,4000
ND9D781U,4000,9/6/2019,8900,ND9D781U,21900,more than downpayment,more than downpayment,0,4000
ND9D781U,4000,10/4/2019,8900,ND9D781U,25900,more than downpayment,more than downpayment,0,4000
ND9D781U,4000,11/9/2019,8900,ND9D781U,29900,more than downpayment,more than downpayment,0,4000
ND9D781U,3900,12/6/2019,8900,ND9D781U,33800,more than downpayment,more than downpayment,0,3900
ND9D781U,3900,1/7/2020,8900,ND9D781U,37700,more than downpayment,more than downpayment,0,3900
ND9D781U,3900,2/4/2020,8900,ND9D781U,41600,more than downpayment,more than downpayment,0,3900
NDD3Zlh2,9900,6/13/2019,8900,,9900,more than downpayment,,8900,1000
NDD3Zlh2,3900,9/26/2019,8900,NDD3Zlh2,13800,more than downpayment,more than downpayment,0,3900
NDD3Zlh2,3900,10/29/2019,8900,NDD3Zlh2,17700,more than downpayment,more than downpayment,0,3900
NDD3Zlh2,3900,12/2/2019,8900,NDD3Zlh2,21600,more than downpayment,more than downpayment,0,3900
NDD3Zlh2,3900,1/3/2020,8900,NDD3Zlh2,25500,more than downpayment,more than downpayment,0,3900
NDD3Zlh2,3900,1/28/2020,8900,NDD3Zlh2,29400,more than downpayment,more than downpayment,0,3900
NDrn2H6q,10000,2/21/2019,10000,,10000,equal to downpayment,,10000,0
NDrn2H6q,4500,3/25/2019,10000,NDrn2H6q,14500,more than downpayment,equal to downpayment,0,4500
NDrn2H6q,4500,4/5/2019,10000,NDrn2H6q,19000,more than downpayment,more than downpayment,0,4500
NDrn2H6q,13500,4/30/2019,10000,NDrn2H6q,32500,more than downpayment,more than downpayment,0,13500
NDrn2H6q,9000,10/6/2019,10000,NDrn2H6q,41500,more than downpayment,more than downpayment,0,9000
NDrn2H6q,4500,12/17/2019,10000,NDrn2H6q,46000,more than downpayment,more than downpayment,0,4500
NDrn2H6q,3200,12/23/2019,10000,NDrn2H6q,49200,more than downpayment,more than downpayment,0,3200
NDrn2H6q,1300,1/10/2020,10000,NDrn2H6q,50500,more than downpayment,more than downpayment,0,1300
NDrn2H6q,2200,1/25/2020,10000,NDrn2H6q,52700,more than downpayment,more than downpayment,0,2200
nEv3klCQ,10000,11/30/2018,10000,,10000,equal to downpayment,,10000,0
nEv3klCQ,4500,1/17/2019,10000,nEv3klCQ,14500,more than downpayment,equal to downpayment,0,4500
nEv3klCQ,4500,3/8/2019,10000,nEv3klCQ,19000,more than downpayment,more than downpayment,0,4500
nEv3klCQ,4500,3/22/2019,10000,nEv3klCQ,23500,more than downpayment,more than downpayment,0,4500
nEv3klCQ,4500,4/14/2019,10000,nEv3klCQ,28000,more than downpayment,more than downpayment,0,4500
nEv3klCQ,4500,5/25/2019,10000,nEv3klCQ,32500,more than downpayment,more than downpayment,0,4500
nEv3klCQ,4500,6/26/2019,10000,nEv3klCQ,37000,more than downpayment,more than downpayment,0,4500
nezbIaXp,10000,7/8/2017,10000,,10000,equal to downpayment,,10000,0
nezbIaXp,5000,8/8/2017,10000,nezbIaXp,15000,more than downpayment,equal to downpayment,0,5000
nezbIaXp,3500,9/25/2017,10000,nezbIaXp,18500,more than downpayment,more than downpayment,0,3500
nezbIaXp,3500,10/18/2017,10000,nezbIaXp,22000,more than downpayment,more than downpayment,0,3500
nezbIaXp,3500,11/15/2017,10000,nezbIaXp,25500,more than downpayment,more than downpayment,0,3500
nezbIaXp,7000,1/16/2018,10000,nezbIaXp,32500,more than downpayment,more than downpayment,0,7000
nezbIaXp,3500,2/21/2018,10000,nezbIaXp,36000,more than downpayment,more than downpayment,0,3500
nezbIaXp,3500,3/23/2018,10000,nezbIaXp,39500,more than downpayment,more than downpayment,0,3500
nezbIaXp,3500,4/18/2018,10000,nezbIaXp,43000,more than downpayment,more than downpayment,0,3500
nezbIaXp,2000,5/17/2018,10000,nezbIaXp,45000,more than downpayment,more than downpayment,0,2000
ng7pwkpu,12800,5/3/2019,8900,,12800,more than downpayment,,8900,3900
ng7pwkpu,3900,6/17/2019,8900,ng7pwkpu,16700,more than downpayment,more than downpayment,0,3900
ng7pwkpu,3900,7/18/2019,8900,ng7pwkpu,20600,more than downpayment,more than downpayment,0,3900
ng7pwkpu,3900,8/17/2019,8900,ng7pwkpu,24500,more than downpayment,more than downpayment,0,3900
ng7pwkpu,3900,10/29/2019,8900,ng7pwkpu,28400,more than downpayment,more than downpayment,0,3900
ng7pwkpu,3900,11/20/2019,8900,ng7pwkpu,32300,more than downpayment,more than downpayment,0,3900
nGcTnVhD,9900,10/31/2018,9900,,9900,equal to downpayment,,9900,0
nGcTnVhD,4500,12/10/2018,9900,nGcTnVhD,14400,more than downpayment,equal to downpayment,0,4500
nGcTnVhD,6000,1/7/2019,9900,nGcTnVhD,20400,more than downpayment,more than downpayment,0,6000
nGcTnVhD,4500,2/5/2019,9900,nGcTnVhD,24900,more than downpayment,more than downpayment,0,4500
nGcTnVhD,4500,3/5/2019,9900,nGcTnVhD,29400,more than downpayment,more than downpayment,0,4500
nGcTnVhD,4500,4/1/2019,9900,nGcTnVhD,33900,more than downpayment,more than downpayment,0,4500
nGcTnVhD,4500,5/6/2019,9900,nGcTnVhD,38400,more than downpayment,more than downpayment,0,4500
nGcTnVhD,4500,6/27/2019,9900,nGcTnVhD,42900,more than downpayment,more than downpayment,0,4500
nGcTnVhD,4500,7/9/2019,9900,nGcTnVhD,47400,more than downpayment,more than downpayment,0,4500
nGcTnVhD,4500,8/13/2019,9900,nGcTnVhD,51900,more than downpayment,more than downpayment,0,4500
nGcTnVhD,5000,8/28/2019,9900,nGcTnVhD,56900,more than downpayment,more than downpayment,0,5000
nGcTnVhD,4600,10/3/2019,9900,nGcTnVhD,61500,more than downpayment,more than downpayment,0,4600
nGcTnVhD,2400,11/1/2019,9900,nGcTnVhD,63900,more than downpayment,more than downpayment,0,2400
NHL7JQZC,9900,11/3/2019,9900,,9900,equal to downpayment,,9900,0
NHL7JQZC,3900,12/13/2019,9900,NHL7JQZC,13800,more than downpayment,equal to downpayment,0,3900
NHL7JQZC,3900,1/15/2020,9900,NHL7JQZC,17700,more than downpayment,more than downpayment,0,3900
NHSMSUPO,9900,7/31/2019,9900,,9900,equal to downpayment,,9900,0
NHSMSUPO,3900,9/28/2019,9900,NHSMSUPO,13800,more than downpayment,equal to downpayment,0,3900
NHSMSUPO,3900,10/31/2019,9900,NHSMSUPO,17700,more than downpayment,more than downpayment,0,3900
NHSMSUPO,3900,12/4/2019,9900,NHSMSUPO,21600,more than downpayment,more than downpayment,0,3900
NHSMSUPO,3900,1/9/2020,9900,NHSMSUPO,25500,more than downpayment,more than downpayment,0,3900
NHSMSUPO,3900,1/31/2020,9900,NHSMSUPO,29400,more than downpayment,more than downpayment,0,3900
NIGOA1S7,8900,12/23/2019,8900,,8900,equal to downpayment,,8900,0
NIW9DNTW,9900,1/2/2020,9900,,9900,equal to downpayment,,9900,0
nj1CYk1K,10000,11/13/2018,9900,,10000,more than downpayment,,9900,100
nj1CYk1K,4500,2/24/2019,9900,nj1CYk1K,14500,more than downpayment,more than downpayment,0,4500
nj1CYk1K,4500,3/5/2019,9900,nj1CYk1K,19000,more than downpayment,more than downpayment,0,4500
nj1CYk1K,4500,3/17/2019,9900,nj1CYk1K,23500,more than downpayment,more than downpayment,0,4500
nj1CYk1K,4500,4/26/2019,9900,nj1CYk1K,28000,more than downpayment,more than downpayment,0,4500
NJ53Z9SS,9900,11/5/2019,9900,,9900,equal to downpayment,,9900,0
NJ53Z9SS,3900,12/26/2019,9900,NJ53Z9SS,13800,more than downpayment,equal to downpayment,0,3900
NJ53Z9SS,3900,1/25/2020,9900,NJ53Z9SS,17700,more than downpayment,more than downpayment,0,3900
NJCCL33S,9900,7/2/2019,9900,,9900,equal to downpayment,,9900,0
NJCCL33S,4000,7/23/2019,9900,NJCCL33S,13900,more than downpayment,equal to downpayment,0,4000
NJCCL33S,4000,9/3/2019,9900,NJCCL33S,17900,more than downpayment,more than downpayment,0,4000
NJCCL33S,3900,10/5/2019,9900,NJCCL33S,21800,more than downpayment,more than downpayment,0,3900
NJCCL33S,3900,11/4/2019,9900,NJCCL33S,25700,more than downpayment,more than downpayment,0,3900
NJCCL33S,3700,1/30/2020,9900,NJCCL33S,29400,more than downpayment,more than downpayment,0,3700
NKIYP3IQ,9900,1/2/2020,9900,,9900,equal to downpayment,,9900,0
NKMJPO1G,9900,8/31/2019,9900,,9900,equal to downpayment,,9900,0
NKMJPO1G,3900,10/31/2019,9900,NKMJPO1G,13800,more than downpayment,equal to downpayment,0,3900
NKMJPO1G,3900,11/26/2019,9900,NKMJPO1G,17700,more than downpayment,more than downpayment,0,3900
NKMJPO1G,3900,1/15/2020,9900,NKMJPO1G,21600,more than downpayment,more than downpayment,0,3900
NKMJPO1G,3900,2/6/2020,9900,NKMJPO1G,25500,more than downpayment,more than downpayment,0,3900
nLClbNiX,8900,1/29/2019,8900,,8900,equal to downpayment,,8900,0
nLClbNiX,3900,3/8/2019,8900,nLClbNiX,12800,more than downpayment,equal to downpayment,0,3900
nLClbNiX,3900,4/6/2019,8900,nLClbNiX,16700,more than downpayment,more than downpayment,0,3900
nLClbNiX,3200,5/6/2019,8900,nLClbNiX,19900,more than downpayment,more than downpayment,0,3200
nLClbNiX,700,5/8/2019,8900,nLClbNiX,20600,more than downpayment,more than downpayment,0,700
nLClbNiX,3900,6/7/2019,8900,nLClbNiX,24500,more than downpayment,more than downpayment,0,3900
nLClbNiX,4000,7/5/2019,8900,nLClbNiX,28500,more than downpayment,more than downpayment,0,4000
nLClbNiX,3900,8/7/2019,8900,nLClbNiX,32400,more than downpayment,more than downpayment,0,3900
nLClbNiX,3900,9/6/2019,8900,nLClbNiX,36300,more than downpayment,more than downpayment,0,3900
nLClbNiX,3800,10/8/2019,8900,nLClbNiX,40100,more than downpayment,more than downpayment,0,3800
nLClbNiX,3900,11/6/2019,8900,nLClbNiX,44000,more than downpayment,more than downpayment,0,3900
nLClbNiX,3900,12/6/2019,8900,nLClbNiX,47900,more than downpayment,more than downpayment,0,3900
nLClbNiX,3900,1/29/2020,8900,nLClbNiX,51800,more than downpayment,more than downpayment,0,3900
Nlr01XbU,8900,8/26/2019,8900,,8900,equal to downpayment,,8900,0
Nlr01XbU,1100,10/10/2019,8900,Nlr01XbU,10000,more than downpayment,equal to downpayment,0,1100
Nlr01XbU,600,10/14/2019,8900,Nlr01XbU,10600,more than downpayment,more than downpayment,0,600
Nlr01XbU,1000,10/16/2019,8900,Nlr01XbU,11600,more than downpayment,more than downpayment,0,1000
Nlr01XbU,1500,10/22/2019,8900,Nlr01XbU,13100,more than downpayment,more than downpayment,0,1500
Nlr01XbU,600,10/23/2019,8900,Nlr01XbU,13700,more than downpayment,more than downpayment,0,600
Nlr01XbU,400,10/30/2019,8900,Nlr01XbU,14100,more than downpayment,more than downpayment,0,400
Nlr01XbU,1000,10/31/2019,8900,Nlr01XbU,15100,more than downpayment,more than downpayment,0,1000
Nlr01XbU,1000,11/12/2019,8900,Nlr01XbU,16100,more than downpayment,more than downpayment,0,1000
Nlr01XbU,300,11/14/2019,8900,Nlr01XbU,16400,more than downpayment,more than downpayment,0,300
Nlr01XbU,1000,11/20/2019,8900,Nlr01XbU,17400,more than downpayment,more than downpayment,0,1000
Nlr01XbU,1600,11/24/2019,8900,Nlr01XbU,19000,more than downpayment,more than downpayment,0,1600
Nlr01XbU,600,12/1/2019,8900,Nlr01XbU,19600,more than downpayment,more than downpayment,0,600
Nlr01XbU,1100,12/9/2019,8900,Nlr01XbU,20700,more than downpayment,more than downpayment,0,1100
Nlr01XbU,1500,12/13/2019,8900,Nlr01XbU,22200,more than downpayment,more than downpayment,0,1500
Nlr01XbU,1000,12/21/2019,8900,Nlr01XbU,23200,more than downpayment,more than downpayment,0,1000
Nlr01XbU,3000,12/30/2019,8900,Nlr01XbU,26200,more than downpayment,more than downpayment,0,3000
Nlr01XbU,1200,1/14/2020,8900,Nlr01XbU,27400,more than downpayment,more than downpayment,0,1200
Nlr01XbU,400,1/21/2020,8900,Nlr01XbU,27800,more than downpayment,more than downpayment,0,400
NmRxnkex,10000,5/22/2019,8900,,10000,more than downpayment,,8900,1100
NmRxnkex,3900,7/17/2019,8900,NmRxnkex,13900,more than downpayment,more than downpayment,0,3900
NmRxnkex,3900,8/27/2019,8900,NmRxnkex,17800,more than downpayment,more than downpayment,0,3900
NmRxnkex,3900,9/27/2019,8900,NmRxnkex,21700,more than downpayment,more than downpayment,0,3900
NmRxnkex,3900,10/31/2019,8900,NmRxnkex,25600,more than downpayment,more than downpayment,0,3900
NmRxnkex,2800,12/6/2019,8900,NmRxnkex,28400,more than downpayment,more than downpayment,0,2800
NmRxnkex,3900,1/6/2020,8900,NmRxnkex,32300,more than downpayment,more than downpayment,0,3900
NmRxnkex,3900,1/28/2020,8900,NmRxnkex,36200,more than downpayment,more than downpayment,0,3900
NMS78W6Z,8900,1/31/2020,8900,,8900,equal to downpayment,,8900,0
NMSGTDDF,8900,10/8/2019,8900,,8900,equal to downpayment,,8900,0
NMSGTDDF,3900,11/12/2019,8900,NMSGTDDF,12800,more than downpayment,equal to downpayment,0,3900
NMSGTDDF,3900,12/8/2019,8900,NMSGTDDF,16700,more than downpayment,more than downpayment,0,3900
NMSGTDDF,3900,1/16/2020,8900,NMSGTDDF,20600,more than downpayment,more than downpayment,0,3900
NN3TN9H3,9900,11/5/2019,9900,,9900,equal to downpayment,,9900,0
NN3TN9H3,3900,12/14/2019,9900,NN3TN9H3,13800,more than downpayment,equal to downpayment,0,3900
NN3TN9H3,3900,1/15/2020,9900,NN3TN9H3,17700,more than downpayment,more than downpayment,0,3900
NN84L1P9,9900,7/26/2019,9900,,9900,equal to downpayment,,9900,0
NN84L1P9,3900,9/5/2019,9900,NN84L1P9,13800,more than downpayment,equal to downpayment,0,3900
NN84L1P9,1000,2/1/2020,9900,NN84L1P9,14800,more than downpayment,more than downpayment,0,1000
NN96P8QL,9900,12/12/2019,9900,,9900,equal to downpayment,,9900,0
NN96P8QL,5000,2/1/2020,9900,NN96P8QL,14900,more than downpayment,equal to downpayment,0,5000
NNAAV23A,9900,1/30/2020,9900,,9900,equal to downpayment,,9900,0
NOCDU5XI,9900,10/9/2019,9900,,9900,equal to downpayment,,9900,0
NOCDU5XI,3900,12/5/2019,9900,NOCDU5XI,13800,more than downpayment,equal to downpayment,0,3900
NOCDU5XI,3900,1/10/2020,9900,NOCDU5XI,17700,more than downpayment,more than downpayment,0,3900
NOCDU5XI,3900,2/6/2020,9900,NOCDU5XI,21600,more than downpayment,more than downpayment,0,3900
NOX7YO5C,3900,2/3/2020,9900,,3900,less than downpayment,,3900,0
NPIAKTX6,8400,11/6/2019,9900,,8400,less than downpayment,,8400,0
NPIAKTX6,1500,11/16/2019,9900,NPIAKTX6,9900,equal to downpayment,less than downpayment,1500,0
NPIAKTX6,3900,1/15/2020,9900,NPIAKTX6,13800,more than downpayment,equal to downpayment,0,3900
NPizJEK0,9900,6/10/2019,8900,,9900,more than downpayment,,8900,1000
NPizJEK0,3900,8/7/2019,8900,NPizJEK0,13800,more than downpayment,more than downpayment,0,3900
NPizJEK0,3900,9/8/2019,8900,NPizJEK0,17700,more than downpayment,more than downpayment,0,3900
NPizJEK0,3900,10/8/2019,8900,NPizJEK0,21600,more than downpayment,more than downpayment,0,3900
NPizJEK0,3900,11/5/2019,8900,NPizJEK0,25500,more than downpayment,more than downpayment,0,3900
NPizJEK0,2450,12/9/2019,8900,NPizJEK0,27950,more than downpayment,more than downpayment,0,2450
NPizJEK0,1400,12/16/2019,8900,NPizJEK0,29350,more than downpayment,more than downpayment,0,1400
NPizJEK0,3900,12/22/2019,8900,NPizJEK0,33250,more than downpayment,more than downpayment,0,3900
NPizJEK0,3900,2/7/2020,8900,NPizJEK0,37150,more than downpayment,more than downpayment,0,3900
npo6q7Le,20000,2/4/2019,8900,,20000,more than downpayment,,8900,11100
npo6q7Le,20000,2/28/2019,8900,npo6q7Le,40000,more than downpayment,more than downpayment,0,20000
npo6q7Le,4000,12/5/2019,8900,npo6q7Le,44000,more than downpayment,more than downpayment,0,4000
npo6q7Le,3900,12/31/2019,8900,npo6q7Le,47900,more than downpayment,more than downpayment,0,3900
npo6q7Le,3900,1/29/2020,8900,npo6q7Le,51800,more than downpayment,more than downpayment,0,3900
NQBTVK12,9900,7/12/2019,9900,,9900,equal to downpayment,,9900,0
NQBTVK12,3900,8/24/2019,9900,NQBTVK12,13800,more than downpayment,equal to downpayment,0,3900
NQBTVK12,3900,9/27/2019,9900,NQBTVK12,17700,more than downpayment,more than downpayment,0,3900
NQBTVK12,3900,11/4/2019,9900,NQBTVK12,21600,more than downpayment,more than downpayment,0,3900
NQBTVK12,3900,12/10/2019,9900,NQBTVK12,25500,more than downpayment,more than downpayment,0,3900
NQBTVK12,7800,1/29/2020,9900,NQBTVK12,33300,more than downpayment,more than downpayment,0,7800
nqzgEG3D,9900,6/20/2019,9900,,9900,equal to downpayment,,9900,0
nqzgEG3D,3900,8/6/2019,9900,nqzgEG3D,13800,more than downpayment,equal to downpayment,0,3900
nqzgEG3D,3900,9/5/2019,9900,nqzgEG3D,17700,more than downpayment,more than downpayment,0,3900
nqzgEG3D,3900,10/7/2019,9900,nqzgEG3D,21600,more than downpayment,more than downpayment,0,3900
nqzgEG3D,3900,11/6/2019,9900,nqzgEG3D,25500,more than downpayment,more than downpayment,0,3900
nqzgEG3D,3900,12/11/2019,9900,nqzgEG3D,29400,more than downpayment,more than downpayment,0,3900
nqzgEG3D,3900,1/4/2020,9900,nqzgEG3D,33300,more than downpayment,more than downpayment,0,3900
nqzgEG3D,3900,2/5/2020,9900,nqzgEG3D,37200,more than downpayment,more than downpayment,0,3900
nR4CaXTF,10000,5/29/2019,8900,,10000,more than downpayment,,8900,1100
nR4CaXTF,5000,7/15/2019,8900,nR4CaXTF,15000,more than downpayment,more than downpayment,0,5000
nR4CaXTF,5000,8/19/2019,8900,nR4CaXTF,20000,more than downpayment,more than downpayment,0,5000
nR4CaXTF,4000,9/28/2019,8900,nR4CaXTF,24000,more than downpayment,more than downpayment,0,4000
nR4CaXTF,6000,10/14/2019,8900,nR4CaXTF,30000,more than downpayment,more than downpayment,0,6000
nR4CaXTF,2300,1/17/2020,8900,nR4CaXTF,32300,more than downpayment,more than downpayment,0,2300
